id_str,_id,_cls,id_str,emotion_label,text,created_at
1364850423987798024,{'$oid': '60375ba6a2fcc2253260075a'},Tweet,1364850423987798024,excitement,so cute 😂,2021-02-25 10:11:13
1364850426517086209,{'$oid': '60375ba7a2fcc2253260075b'},Tweet,1364850426517086209,excitement,"RT @HenshawKate: Casting duties this morning..
I love mornings, sets the tone for the rest of your day 😁 https://t.co/RnAWpfnVyP",2021-02-25 10:11:14
1364850427775356931,{'$oid': '60375ba7a2fcc2253260075c'},Tweet,1364850427775356931,excitement,"@felix_justice1 Braca, you mean 😁",2021-02-25 10:11:14
1364850435303956483,{'$oid': '60375ba9a2fcc2253260075d'},Tweet,1364850435303956483,excitement,@david47vega I would love ta date ya 😉 😁,2021-02-25 10:11:16
1364850441645924352,{'$oid': '60375baaa2fcc2253260075e'},Tweet,1364850441645924352,excitement,"RT @iamBarnet: I am here at Nalya roundabout getting lost and these guys are busy changing the route again ,I might end up in Sudan 😁 https…",2021-02-25 10:11:17
1364850441700315137,{'$oid': '60375baaa2fcc2253260075f'},Tweet,1364850441700315137,excitement,"@nofreecopies Cos the many spices soak longer together and then, the flavours swell. 😁",2021-02-25 10:11:17
1364850449484894211,{'$oid': '60375baca2fcc22532600760'},Tweet,1364850449484894211,excitement,"Yeeeehheeey 😁
#BLACKPINK #JISOO #LINEFRIENDS #KARTRIDER #KARTRIDERRUSHPLUS",2021-02-25 10:11:19
1364850460390137859,{'$oid': '60375bafa2fcc22532600761'},Tweet,1364850460390137859,excitement,"RT @kelvin_trainerk: #RoadtoPokemon25
2 DAYS UNTIL POKÉMON DAY, TRAINERS! 🔥
Who's your favorite Fire type Starter? 😁
Mine is Delphox! But B…",2021-02-25 10:11:22
1364850461522628609,{'$oid': '60375bafa2fcc22532600762'},Tweet,1364850461522628609,excitement,gonna go rt old jungmo posts again so all my morangdan oomfs would miss him more 😁,2021-02-25 10:11:22
1364850466719293444,{'$oid': '60375bb0a2fcc22532600763'},Tweet,1364850466719293444,excitement,RT @zenn_kyi: Compliments from ASEAN? 😁,2021-02-25 10:11:23
1364850467235332098,{'$oid': '60375bb1a2fcc22532600764'},Tweet,1364850467235332098,excitement,I really hope this will happen 😁 #TheLWordGenerationQ https://t.co/pugzMcRDr4,2021-02-25 10:11:23
1364850473786699778,{'$oid': '60375bb2a2fcc22532600765'},Tweet,1364850473786699778,excitement,RT @BlackredAfterB1: Here it is 😳 Had a good time with @ShepUnzipped  I had few problems i was probably a bit to drunk and low on energy 🥺…,2021-02-25 10:11:25
1364850474738999297,{'$oid': '60375bb2a2fcc22532600766'},Tweet,1364850474738999297,excitement,"It can still possibly drop to .786 fib, which would be a deep retracement and back to trendline. Like they say, “th… https://t.co/vXDPVkRtEw",2021-02-25 10:11:25
1364850481277845505,{'$oid': '60375bb4a2fcc22532600767'},Tweet,1364850481277845505,excitement,@MarcusRashford Congratulations on your gold Blue Peter badge 😁 where do you go from here 🤷‍♀️,2021-02-25 10:11:27
1364850481823031299,{'$oid': '60375bb4a2fcc22532600768'},Tweet,1364850481823031299,excitement,@ColleenB123 release an album 😁,2021-02-25 10:11:27
1364850483547041794,{'$oid': '60375bb4a2fcc22532600769'},Tweet,1364850483547041794,excitement,@LakeShowYo Y’all can keep the slam! That’s your price for losing 😁,2021-02-25 10:11:27
1364850484914376714,{'$oid': '60375bb5a2fcc2253260076a'},Tweet,1364850484914376714,excitement,"RT @HitmarkerJobs: 💸 PROMOTED: Work for the company that has @ 'esports'. 😍

💼 Social Media and Digital Manager
🏢 Esports Media Inc | @espo…",2021-02-25 10:11:27
1364850489846767625,{'$oid': '60375bb6a2fcc2253260076b'},Tweet,1364850489846767625,excitement,"This is really good! I'm excited to hear this!! 😁

https://t.co/fIGbSU1uJr",2021-02-25 10:11:29
1364850490949971969,{'$oid': '60375bb6a2fcc2253260076c'},Tweet,1364850490949971969,excitement,"RT @WTA: 😁 All-🇺🇸 😁

@Shelby_Rogers_ 🆚 @CocoGauff

For a spot in the #AdelaideTennis last four! https://t.co/BF3SMAh9Z8",2021-02-25 10:11:29
1364850495127314434,{'$oid': '60375bb7a2fcc2253260076d'},Tweet,1364850495127314434,excitement,RT @SaraBangtan07: #ReallyARMY 😁 Another example of genius ARMY editing at work 💜 @BTS_twt https://t.co/Q7dJWWzjHI,2021-02-25 10:11:30
1364850502647873536,{'$oid': '60375bb9a2fcc2253260076e'},Tweet,1364850502647873536,excitement,@EffRonny I done did that 2 years ago 😁,2021-02-25 10:11:32
1364850505680322564,{'$oid': '60375bbaa2fcc2253260076f'},Tweet,1364850505680322564,excitement,@AndyMurton1 Morning 😁,2021-02-25 10:11:32
1364850507299258368,{'$oid': '60375bbaa2fcc22532600770'},Tweet,1364850507299258368,excitement,@highlysunflower @faithvalntyne25 E V I L G I G G L E S 😁,2021-02-25 10:11:33
1364850514370830336,{'$oid': '60375bbca2fcc22532600771'},Tweet,1364850514370830336,excitement,@ielerollorelei_ @AdDien90 Macam reward yourself kot? 😁,2021-02-25 10:11:34
1364850516031799297,{'$oid': '60375bbca2fcc22532600772'},Tweet,1364850516031799297,excitement,RT @SteveDavidMike2: @brucelee @sun @RomaniaWow @AlbertEinstein @realDonaldTrump @gunsnroses @SLASHWILDLIFE @justinbieber @deandelray @Bill…,2021-02-25 10:11:35
1364850519647391745,{'$oid': '60375bbda2fcc22532600773'},Tweet,1364850519647391745,excitement,@stoked_bram Thank you 😁,2021-02-25 10:11:36
1364850523053060097,{'$oid': '60375bbea2fcc22532600774'},Tweet,1364850523053060097,excitement,@mellifluouskyuu Its okay i want to clown myself rn 😁,2021-02-25 10:11:37
1364850527499083777,{'$oid': '60375bbfa2fcc22532600775'},Tweet,1364850527499083777,excitement,RT @Jacque_jock: Let’s see this morning 😁 https://t.co/NdQLcndCrZ,2021-02-25 10:11:38
1364850528560250880,{'$oid': '60375bbfa2fcc22532600776'},Tweet,1364850528560250880,excitement,@SuspiciousPig 😁 good idea. Acting like a  learned pirate chemist is a solution to many of life's problems,2021-02-25 10:11:38
1364850528476401665,{'$oid': '60375bbfa2fcc22532600777'},Tweet,1364850528476401665,excitement,RT @oizaabu1: Hi guys remember us . We wrote this song last year about big Brother . We’d like to lobby to perform it at this years reunion…,2021-02-25 10:11:38
1364850533970759681,{'$oid': '60375bc0a2fcc22532600778'},Tweet,1364850533970759681,excitement,"RT @stellvesterizm: For MTV Questell, reply challenge for @jaspornek P500 gcash. Goodluck 😁

500 rt
5k replies with complete tags

REQUEST…",2021-02-25 10:11:39
1364850535774486530,{'$oid': '60375bc1a2fcc22532600779'},Tweet,1364850535774486530,excitement,RT @LABrooksNew: Do you like my bra? 😁 https://t.co/3ZwMyuMyDB,2021-02-25 10:11:40
1364850541486989313,{'$oid': '60375bc2a2fcc2253260077a'},Tweet,1364850541486989313,excitement,"@JudyHibel @RepMTG @RepMarieNewman ""GarbageBitch"" has a nice ring to it. 😁",2021-02-25 10:11:41
1364850542992883713,{'$oid': '60375bc3a2fcc2253260077b'},Tweet,1364850542992883713,excitement,RT @ItaSabel: My first 😁 https://t.co/xwq74ngJWi,2021-02-25 10:11:41
1364850542653173761,{'$oid': '60375bc3a2fcc2253260077c'},Tweet,1364850542653173761,excitement,"@HareWolfy Shoes on, as instructed 😁 Norfolk step dancing style, and therein lies a tale: from Northern mills to fi… https://t.co/GHCUzB09i2",2021-02-25 10:11:41
1364850546620862466,{'$oid': '60375bc3a2fcc2253260077d'},Tweet,1364850546620862466,excitement,RT @CCP_China_Watch: Pentagon press secretary John Kirby: We hold with the international community about the Senkakus and the sovereignty o…,2021-02-25 10:11:42
1364850550722818050,{'$oid': '60375bc4a2fcc2253260077e'},Tweet,1364850550722818050,excitement,"RT @realCongressi: @KanganaTeam Asking job to Modiji is like asking a monkey to peel the coconut. We know you are unemployed too, do ask Mo…",2021-02-25 10:11:43
1364850551641559040,{'$oid': '60375bc5a2fcc2253260077f'},Tweet,1364850551641559040,excitement,@GoodyBCampbell Another early!! 😁 Thank youu 🙏🏽🧡,2021-02-25 10:11:43
1364850553948426240,{'$oid': '60375bc5a2fcc22532600780'},Tweet,1364850553948426240,excitement,"RT @CamiUnknown: The Sleeping Sword
Small creation to try the @Franrekk style 😊
Enjoy 😁

#Zelda35th #pixelart #ドット絵 https://t.co/2EHSNhgqOa",2021-02-25 10:11:44
1364850558314676224,{'$oid': '60375bc6a2fcc22532600781'},Tweet,1364850558314676224,excitement,@jbecole @shellyfairy1 @SirEGull1 @pennyjanemale @bigjohnbear @albolt76 @medieval_rat @Peter71_here @tinkadinkadoo… https://t.co/zyeZaH9XAP,2021-02-25 10:11:45
1364850559140966401,{'$oid': '60375bc6a2fcc22532600782'},Tweet,1364850559140966401,excitement,@InfinitePHX Dying light was a great game 😁,2021-02-25 10:11:45
1364850562697682945,{'$oid': '60375bc7a2fcc22532600783'},Tweet,1364850562697682945,excitement,@BrandrickDave Good morning Dave! Hope today is a good one for you 😁,2021-02-25 10:11:46
1364850565944139780,{'$oid': '60375bc8a2fcc22532600784'},Tweet,1364850565944139780,excitement,RT @ibroxPS: 💙💛 Friday Family Fun 💛💙               Friday @ 2.45pm - Whole School TEAMS.This week it’s a‼️Talent Show‼️If you would like yo…,2021-02-25 10:11:47
1364850566954962946,{'$oid': '60375bc8a2fcc22532600785'},Tweet,1364850566954962946,excitement,@tim_taylor10 Thank you 😁,2021-02-25 10:11:47
1364850574412443648,{'$oid': '60375bcaa2fcc22532600786'},Tweet,1364850574412443648,excitement,@soundoftheatom My favourite three singles are in the top three! Very happy with that. 😁,2021-02-25 10:11:49
1364850579860766721,{'$oid': '60375bcba2fcc22532600788'},Tweet,1364850579860766721,excitement,"RT @_ColeBennett_: the lenny x sukamii collection is releasing this friday at 9pm CST via https://t.co/gIWBWKOPab 🔭⭐️

giving a couple free…",2021-02-25 10:11:50
1364850584109674497,{'$oid': '60375bcca2fcc22532600789'},Tweet,1364850584109674497,excitement,"@Amokie55 😂 Definitely. Let’s wait for the panorama to finish first, otherwise we’ll have to settle for the governm… https://t.co/8IfQ2dpNzF",2021-02-25 10:11:51
1364850584529100800,{'$oid': '60375bcca2fcc2253260078a'},Tweet,1364850584529100800,excitement,"RT @a1uras: GIVEAWAY !!!!!

whole tl begging so i'm giving away a blessing of the welkin moon 😁
- follow and rt to enter
- only 1 winner
-…",2021-02-25 10:11:51
1364850587733352450,{'$oid': '60375bcda2fcc2253260078b'},Tweet,1364850587733352450,excitement,"RT @HAENGBOKHEYPH: [HELP RT] WTS | LFB 🇵🇭

Introducing our very first #HBKHeyCollection 💙

💎 TRUZ X TREASURE POLCO SET 💎

⭐️ AVAILABLE IN:…",2021-02-25 10:11:52
1364850588412829699,{'$oid': '60375bcda2fcc2253260078c'},Tweet,1364850588412829699,excitement,"@ScottZILWarrior Good morning scott, hope you have a great day 😁",2021-02-25 10:11:52
1364850591306932226,{'$oid': '60375bcea2fcc2253260078d'},Tweet,1364850591306932226,excitement,"RT @chaenmail: CHOI YENAZ/SONG YUQIZ ON EBMAIL! 😁

""TITLE: 💜
[they're] very similar..
they're personalities.. are very similar it's surpris…",2021-02-25 10:11:53
1364850592108011522,{'$oid': '60375bcea2fcc2253260078e'},Tweet,1364850592108011522,excitement,Thanks 😁,2021-02-25 10:11:53
1364850599565488129,{'$oid': '60375bd0a2fcc22532600790'},Tweet,1364850599565488129,excitement,@kapur_harshita True ignore it 😁,2021-02-25 10:11:55
1364850599586451456,{'$oid': '60375bd0a2fcc22532600791'},Tweet,1364850599586451456,excitement,@wmakarand Makarand ji...ye one day match ho raha hai ya test ya T20 ka koi aur rup hai...wht kind of innings is th… https://t.co/KYAfCmQicE,2021-02-25 10:11:55
1364850600421318659,{'$oid': '60375bd0a2fcc22532600792'},Tweet,1364850600421318659,excitement,"@retrogaminggeek I have the original N-Gage, could be tempted to part with it 😁",2021-02-25 10:11:55
1364850611611705344,{'$oid': '60375bd3a2fcc22532600793'},Tweet,1364850611611705344,excitement,@august4551 @SaddickAdams The monies de3 he take dash egypt for Fatia 😁,2021-02-25 10:11:58
1364850611771105280,{'$oid': '60375bd3a2fcc22532600794'},Tweet,1364850611771105280,excitement,@monogonet @buenvida24 Wo ist die Butter? 😁,2021-02-25 10:11:58
1364850612962287616,{'$oid': '60375bd3a2fcc22532600795'},Tweet,1364850612962287616,excitement,"@sherlockdarling So happy for you, Kelsey! 😁",2021-02-25 10:11:58
1364850615663394817,{'$oid': '60375bd4a2fcc22532600796'},Tweet,1364850615663394817,excitement,RT @joyfultips: 5k-28k done on the channel 😁 https://t.co/rxua8MS6BU,2021-02-25 10:11:59
1364850625029181442,{'$oid': '60375bd6a2fcc22532600797'},Tweet,1364850625029181442,excitement,Forty looks tall and buff with this tires 😁,2021-02-25 10:12:01
1364850626677637121,{'$oid': '60375bd7a2fcc22532600798'},Tweet,1364850626677637121,excitement,RT @MNDoddie5: Speechless 🤩 WHAT.A.LINEUP. for Sunday's Zwift ride with Chris Hoy - these legends' medal collections probably weigh more th…,2021-02-25 10:12:01
1364850628946722823,{'$oid': '60375bd7a2fcc22532600799'},Tweet,1364850628946722823,excitement,"@GuzKhanOfficial Check your Instagram Guz, I asked you about it. They told me they tried to contact you. 😁",2021-02-25 10:12:02
1364850629898768384,{'$oid': '60375bd7a2fcc2253260079a'},Tweet,1364850629898768384,excitement,just had the worst day of my life and me failing to make a soft boiled egg was thw cherry on fucking top 😁 https://t.co/auXndOUJ0n,2021-02-25 10:12:02
1364850631060643847,{'$oid': '60375bd8a2fcc2253260079b'},Tweet,1364850631060643847,excitement,"One reason only, 😁",2021-02-25 10:12:02
1364850632260132870,{'$oid': '60375bd8a2fcc2253260079c'},Tweet,1364850632260132870,excitement,"Götze: ‘We have character &amp; fighting spirit’ 😤, Bruma happy to see his friends 😁 | PREVIEW #PSVOLY https://t.co/rdh214AGoY",2021-02-25 10:12:03
1364850632683782144,{'$oid': '60375bd8a2fcc2253260079d'},Tweet,1364850632683782144,excitement,@rawRadri Twitter's AI behind the work 😁,2021-02-25 10:12:03
1364850633304547330,{'$oid': '60375bd8a2fcc2253260079e'},Tweet,1364850633304547330,excitement,Golcha triplets 😁 https://t.co/Ooz8C9Hy7V,2021-02-25 10:12:03
1364850636056006658,{'$oid': '60375bd9a2fcc2253260079f'},Tweet,1364850636056006658,excitement,"if you get tagged , you gotta do it 
- lockscreen
- homescreen 
- last song you listened to
- 35th picture in your… https://t.co/kU8hzORx6o",2021-02-25 10:12:03
1364850640678051841,{'$oid': '60375bdaa2fcc225326007a0'},Tweet,1364850640678051841,excitement,@Asher_Wolf @FatherBob Having a hair cut for the first time in over a year. Just never got to fit it in until today 😁,2021-02-25 10:12:05
1364850646197956609,{'$oid': '60375bdba2fcc225326007a1'},Tweet,1364850646197956609,excitement,I was there 😁,2021-02-25 10:12:06
1364850658759893000,{'$oid': '60375bdea2fcc225326007a3'},Tweet,1364850658759893000,excitement,RT @RoughUncles: My nephew has the juiciest ass in the family and he lets me use it any time I want 😁 https://t.co/35Is57Nmqu,2021-02-25 10:12:09
1364850678389161986,{'$oid': '60375be3a2fcc225326007a5'},Tweet,1364850678389161986,excitement,"@RagavendraJ Posted... 
https://t.co/DJ1rTSUWHQ",2021-02-25 10:12:14
1364850687104974853,{'$oid': '60375be5a2fcc225326007a6'},Tweet,1364850687104974853,excitement,"@artsyhonker Thank you! So'm I, on balance. 😁",2021-02-25 10:12:16
1364850690082959360,{'$oid': '60375be6a2fcc225326007a7'},Tweet,1364850690082959360,excitement,@Harrowmencap @BaronessHollins Thanks for inviting us to join you 😁,2021-02-25 10:12:16
1364850692343611399,{'$oid': '60375be6a2fcc225326007a8'},Tweet,1364850692343611399,excitement,RT @siangasson: I was worried today that a graveside funeral for a 92 year old man - Fred - might have no family or friends present. BUT tw…,2021-02-25 10:12:17
1364850692402241536,{'$oid': '60375be6a2fcc225326007a9'},Tweet,1364850692402241536,excitement,@ansible I have used Ansible playbooks to automate the process of creating iot hub and iot edge devices in Microsoft Azure iot hub.. 😁,2021-02-25 10:12:17
1364850695166394368,{'$oid': '60375be7a2fcc225326007aa'},Tweet,1364850695166394368,excitement,@Mozyice How come? 😁,2021-02-25 10:12:18
1364850708432977925,{'$oid': '60375beaa2fcc225326007ab'},Tweet,1364850708432977925,excitement,Hmm I won't pliss 😂,2021-02-25 10:12:21
1364850714703507457,{'$oid': '60375beca2fcc225326007ac'},Tweet,1364850714703507457,excitement,Nothing can keep us down🙌🏾🖤💯,2021-02-25 10:12:22
1364850719065395201,{'$oid': '60375beda2fcc225326007ad'},Tweet,1364850719065395201,excitement,RT @JOYNATION903: [📺] Cereal K-Drama powered by CJ ENM announced on their Instagram (cereal.kdrama) that they uploaded on their YouTube cha…,2021-02-25 10:12:23
1364850722454474753,{'$oid': '60375beda2fcc225326007af'},Tweet,1364850722454474753,excitement,RT @samekyline03: I can't wait excited na ko 😁 #BBLHardTruth @2002kyline,2021-02-25 10:12:24
1364850724400754688,{'$oid': '60375beea2fcc225326007b0'},Tweet,1364850724400754688,excitement,"RT @Dsage_BigHeart: Drew Mclntyre 😁 is the best WWE Champion, who is with me😎😎😍

WrestleMania WweChampion Elimination Chambers D Miz https:…",2021-02-25 10:12:25
1364850725189283841,{'$oid': '60375beea2fcc225326007b1'},Tweet,1364850725189283841,excitement,RT @manojob: 😁 Love POV? Love #OnlyFans? You gotta see https://t.co/WxflbSN6cI! This #PornIn15Seconds with #LexiLore is just a sample. http…,2021-02-25 10:12:25
1364850742994087937,{'$oid': '60375bf2a2fcc225326007b2'},Tweet,1364850742994087937,excitement,"RT @Katleho_Kekana_: #Flavour_Hour is ON y'all 😁

Based in Pretoria East, La Montagne 

R20 Delivery within 5km radius
 
R50(Hatfield, Arca…",2021-02-25 10:12:29
1364850751303012359,{'$oid': '60375bf4a2fcc225326007b3'},Tweet,1364850751303012359,excitement,RT @spideysnews: @SpiderManMovie Thank you for all of the fantastic content 😁,2021-02-25 10:12:31
1364850754209669122,{'$oid': '60375bf5a2fcc225326007b4'},Tweet,1364850754209669122,excitement,"@dkdc71 @wetheirishpod I'd say the whole gamut of feelings, depending on which Invincible too. I'd take Mallon to f… https://t.co/URJQ5PF6yY",2021-02-25 10:12:32
1364850761037848579,{'$oid': '60375bf7a2fcc225326007b5'},Tweet,1364850761037848579,excitement,i have severely hurt many people and am now facing the repercussions of my actions 😁,2021-02-25 10:12:33
1364850781162201090,{'$oid': '60375bfba2fcc225326007b6'},Tweet,1364850781162201090,excitement,RT @BefittingFacts: Good opportunity for @narendramodi and @AmitShah to change names of all stadiums with names of sportspersons. Even Cong…,2021-02-25 10:12:38
1364850785368989700,{'$oid': '60375bfca2fcc225326007b8'},Tweet,1364850785368989700,excitement,"RT @BaculioLaiza: Goodmorning Sersel lovers❤

#SolYanım https://t.co/e11CIVZXVQ",2021-02-25 10:12:39
1364850785733992448,{'$oid': '60375bfca2fcc225326007b9'},Tweet,1364850785733992448,excitement,@AbDouSeNes Woullah 😁,2021-02-25 10:12:39
1364850790213427202,{'$oid': '60375bfea2fcc225326007bb'},Tweet,1364850790213427202,excitement,"@ZealandEarly @nzrailparty Good question, I have my eye on a great wee spot next to the Columbo - Moorehouse corner… https://t.co/ERXwfxizHl",2021-02-25 10:12:40
1364850792746921988,{'$oid': '60375bfea2fcc225326007bc'},Tweet,1364850792746921988,excitement,my mom put my champion sweatpants in with the bleach clothes! nice 😁,2021-02-25 10:12:41
1364850803698143235,{'$oid': '60375c01a2fcc225326007be'},Tweet,1364850803698143235,excitement,"did it work????

purple hair vs. blue hair for jungkook 😁 https://t.co/FtpNzO4LZx",2021-02-25 10:12:43
1364850804281212928,{'$oid': '60375c01a2fcc225326007bf'},Tweet,1364850804281212928,excitement,@Lauren_OT @alisonkerrOT @Occupational_B @Ruth_Hawley @OT_Expert @otsamantha @PragueSpot @COTECEurope @SPOTeurope… https://t.co/R5mm0AwrIJ,2021-02-25 10:12:44
1364850806672019458,{'$oid': '60375c01a2fcc225326007c0'},Tweet,1364850806672019458,excitement,Booked her flight and sent her the itinerary 😁,2021-02-25 10:12:44
1364850808559439872,{'$oid': '60375c02a2fcc225326007c2'},Tweet,1364850808559439872,excitement,@HolderSuzan @piersmorgan Seem to recall a great musical teacher... A Mr Neville Holder... Had great relationships… https://t.co/zi1WZBUcQV,2021-02-25 10:12:45
1364850814750232583,{'$oid': '60375c06a2fcc225326007c3'},Tweet,1364850814750232583,excitement,"@goodomenswar Um, well, it’s got to be War really 😁 https://t.co/w3AfcducO0",2021-02-25 10:12:46
1364850820001447936,{'$oid': '60375c06a2fcc225326007c4'},Tweet,1364850820001447936,excitement,@okuyasuluvr no not really but hello 😁,2021-02-25 10:12:47
1364850827563831297,{'$oid': '60375c06a2fcc225326007c5'},Tweet,1364850827563831297,excitement,RT @MissLadi3: Dick Makes Me 😁 https://t.co/HwAf7IMhn5,2021-02-25 10:12:49
1364850832022245380,{'$oid': '60375c08a2fcc225326007c6'},Tweet,1364850832022245380,excitement,"RT @RajeevReddyM: Modi Stadium
Adani end
Reliance end

Looks like they have made their  relationship status public now 😁

#HumDoHumareDo",2021-02-25 10:12:50
1364850833121288192,{'$oid': '60375c08a2fcc225326007c7'},Tweet,1364850833121288192,excitement,"Your kind have lots of 'wisdom', that's why you pay some bloggers to trend. 

This 'kind of individual' is trending… https://t.co/8d5jvQHATP",2021-02-25 10:12:50
1364850835235213313,{'$oid': '60375c08a2fcc225326007c8'},Tweet,1364850835235213313,excitement,RT @DormRoomDump: The only way to get laid anymore is to stay close to home 🏠 or in the home if you have a roommate as hot as mine 😁 https:…,2021-02-25 10:12:51
1364850843065995270,{'$oid': '60375c0aa2fcc225326007c9'},Tweet,1364850843065995270,excitement,@zadeIuco ohhh yeah 😁,2021-02-25 10:12:53
1364850850313756672,{'$oid': '60375c0ca2fcc225326007ca'},Tweet,1364850850313756672,excitement,Good morning everyone 😁,2021-02-25 10:12:55
1364850852251508739,{'$oid': '60375c0ca2fcc225326007cb'},Tweet,1364850852251508739,excitement,RT @alexlobaloba: Do you know that you can win 2K airtime by just snapping a BRT bus with Remita advert anywhere you see it and post with t…,2021-02-25 10:12:55
1364850859935424512,{'$oid': '60375c0ea2fcc225326007cc'},Tweet,1364850859935424512,excitement,RT @411rebel: @queenbrittxo This part!! 😁 gave life to that song! Facts https://t.co/iQCbK1nrd9,2021-02-25 10:12:57
1364850862863056898,{'$oid': '60375c0fa2fcc225326007cd'},Tweet,1364850862863056898,excitement,"RT @ChollyMusic: I remixed 'Stepping'. Made it with beer bottle sounds. 😁
https://t.co/YsiWpW0g2C #newmusic #remix #fun",2021-02-25 10:12:58
1364850871637524487,{'$oid': '60375c11a2fcc225326007cf'},Tweet,1364850871637524487,excitement,@aryblack @aubrey_li Very similar. I got made to inhale Vicks in hot water more then had it rubbed into me. 😁,2021-02-25 10:13:00
1364850872878989315,{'$oid': '60375c11a2fcc225326007d0'},Tweet,1364850872878989315,excitement,I am retweet 😁,2021-02-25 10:13:00
1364850880911183874,{'$oid': '60375c13a2fcc225326007d2'},Tweet,1364850880911183874,excitement,My @E3DOnline #Toolchanger will be getting the #Hemera upgrade soon. I’m gonna go full on #GreenGoblin with some… https://t.co/8Lf60k2SBk,2021-02-25 10:13:02
1364850881812815876,{'$oid': '60375c13a2fcc225326007d3'},Tweet,1364850881812815876,excitement,was going to sleep but i saw thing thumbnail so im waking up in 40 mins 😁 https://t.co/MLl7RGZIb7,2021-02-25 10:13:02
1364850891778588675,{'$oid': '60375c16a2fcc225326007d5'},Tweet,1364850891778588675,excitement,@BComfortt My wife also went through periods without eating but she didn't forget; it was because of the cramping.… https://t.co/h3VYUBIOQf,2021-02-25 10:13:04
1364850902843154432,{'$oid': '60375c18a2fcc225326007d6'},Tweet,1364850902843154432,excitement,RT @TheKaywizzy: the outsiders band &gt;&gt;&gt;&gt;,2021-02-25 10:13:07
1364850907452760065,{'$oid': '60375c19a2fcc225326007d7'},Tweet,1364850907452760065,excitement,"Of all the cbn governors, the current one is the worst we've seen. Plunged the nation twice into recession.

Now, h… https://t.co/p2fdEj6eJL",2021-02-25 10:13:08
1364850917007384576,{'$oid': '60375c1ca2fcc225326007d8'},Tweet,1364850917007384576,excitement,@kaizoroku oh i loved him from the start tbh 🤔 he gets great development later in S2. have fun and live tweet 😁,2021-02-25 10:13:10
